indice_tiempo,localidad,origen_pernoctes,pernoctes,observaciones
2021-11-01,Tucumán,Total,44699,""
2021-11-01,Tucumán,Residentes,44116,""
2021-11-01,Tucumán,No residentes,583,""
2021-11-01,Ushuaia,Total,65810,""
2021-11-01,Ushuaia,Residentes,63089,""
2021-11-01,Ushuaia,No residentes,2721,""
2021-11-01,Valle de Uco,Total,31427,""
2021-11-01,Valle de Uco,Residentes,26376,""
2021-11-01,Valle de Uco,No residentes,5051,""
2021-11-01,Viedma,Total,5230,""
2021-11-01,Viedma,Residentes,5206,""
2021-11-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-11-01,Villa General Belgrano,Total,40791,""
2021-11-01,Villa General Belgrano,Residentes,40785,""
2021-11-01,Villa General Belgrano,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-11-01,Villa Gesell,Total,33766,""
2021-11-01,Villa Gesell,Residentes,33763,""
2021-11-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Bahía Blanca,Total,12556,""
2021-12-01,Bahía Blanca,Residentes,12409,""
2021-12-01,Bahía Blanca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Bariloche,Total,264899,""
2021-12-01,Bariloche,Residentes,258966,""
2021-12-01,Bariloche,No residentes,5933,""
2021-12-01,CABA,Total,439842,""
2021-12-01,CABA,Residentes,331706,""
2021-12-01,CABA,No residentes,108136,""
2021-12-01,Cafayate,Total,15162,""
2021-12-01,Cafayate,Residentes,14726,""
2021-12-01,Cafayate,No residentes,436,""
2021-12-01,Calafate,Total,99240,""
2021-12-01,Calafate,Residentes,93566,""
2021-12-01,Calafate,No residentes,5674,""
2021-12-01,Carlos Paz,Total,104650,""
2021-12-01,Carlos Paz,Residentes,104443,""
2021-12-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Catamarca,Total,8511,""
2021-12-01,Catamarca,Residentes,8424,""
2021-12-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Corrientes,Total,7322,""
2021-12-01,Corrientes,Residentes,7021,""
2021-12-01,Corrientes,No residentes,301,""
2021-12-01,Córdoba,Total,47891,""
2021-12-01,Córdoba,Residentes,45573,""
2021-12-01,Córdoba,No residentes,2318,""
2021-12-01,Formosa,Total,1938,""
2021-12-01,Formosa,Residentes,1806,""
2021-12-01,Formosa,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Gualeguaychú,Total,20581,""
2021-12-01,Gualeguaychú,Residentes,20380,""
2021-12-01,Gualeguaychú,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Jujuy,Total,10133,""
2021-12-01,Jujuy,Residentes,9619,""
2021-12-01,Jujuy,No residentes,514,""
2021-12-01,La Angostura,Total,26886,""
2021-12-01,La Angostura,Residentes,23690,""
2021-12-01,La Angostura,No residentes,3196,""
2021-12-01,La Falda,Total,17463,""
2021-12-01,La Falda,Residentes,17463,""
2021-12-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,La Rioja,Total,4876,""
2021-12-01,La Rioja,Residentes,4660,""
2021-12-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Las Grutas,Total,23554,""
2021-12-01,Las Grutas,Residentes,23501,""
2021-12-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Malargue-Las Leñas,Total,6360,""
2021-12-01,Malargue-Las Leñas,Residentes,6343,""
2021-12-01,Malargue-Las Leñas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Mar Chiquita,Total,10898,""
2021-12-01,Mar Chiquita,Residentes,10898,""
2021-12-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Mar del Plata,Total,427586,""
2021-12-01,Mar del Plata,Residentes,422997,""
2021-12-01,Mar del Plata,No residentes,4589,""
2021-12-01,Mendoza,Total,98448,""
2021-12-01,Mendoza,Residentes,91020,""
2021-12-01,Mendoza,No residentes,7428,""
2021-12-01,Merlo,Total,50879,""
2021-12-01,Merlo,Residentes,50851,""
2021-12-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Mina Clavero,Total,16334,""
2021-12-01,Mina Clavero,Residentes,16330,""
2021-12-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Neuquén,Total,22737,""
2021-12-01,Neuquén,Residentes,22387,""
2021-12-01,Neuquén,No residentes,350,""
2021-12-01,Paraná,Total,13870,""
2021-12-01,Paraná,Residentes,13594,""
2021-12-01,Paraná,No residentes,276,""
2021-12-01,Pinamar,Total,140422,""
2021-12-01,Pinamar,Residentes,140208,""
2021-12-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Posadas,Total,23763,""
2021-12-01,Posadas,Residentes,22367,""
2021-12-01,Posadas,No residentes,1396,""
2021-12-01,Puerto Iguazú,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Puerto Iguazú,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Puerto Iguazú,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Puerto Madryn,Total,25701,""
2021-12-01,Puerto Madryn,Residentes,25264,""
2021-12-01,Puerto Madryn,No residentes,437,""
2021-12-01,Rafaela,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Rafaela,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Resistencia,Total,14385,""
2021-12-01,Resistencia,Residentes,13940,""
2021-12-01,Resistencia,No residentes,445,""
2021-12-01,Rio Gallegos,Total,7473,""
2021-12-01,Rio Gallegos,Residentes,7415,""
2021-12-01,Rio Gallegos,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Rosario,Total,58819,""
2021-12-01,Rosario,Residentes,55147,""
2021-12-01,Rosario,No residentes,3672,""
2021-12-01,Río Cuarto,Total,14986,""
2021-12-01,Río Cuarto,Residentes,14935,""
2021-12-01,Río Cuarto,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Salta,Total,68396,""
2021-12-01,Salta,Residentes,64829,""
2021-12-01,Salta,No residentes,3567,""
2021-12-01,San Juan,Total,19306,""
2021-12-01,San Juan,Residentes,19122,""
2021-12-01,San Juan,No residentes,184,""
2021-12-01,San Luis,Total,23243,""
2021-12-01,San Luis,Residentes,23189,""
2021-12-01,San Luis,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,San Martín de los Andes,Total,46039,""
2021-12-01,San Martín de los Andes,Residentes,44676,""
2021-12-01,San Martín de los Andes,No residentes,1363,""
2021-12-01,San Rafael,Total,34891,""
2021-12-01,San Rafael,Residentes,34827,""
2021-12-01,San Rafael,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Santa Fe,Total,15606,""
2021-12-01,Santa Fe,Residentes,15041,""
2021-12-01,Santa Fe,No residentes,565,""
2021-12-01,Santa Rosa,Total,22470,""
2021-12-01,Santa Rosa,Residentes,22391,""
2021-12-01,Santa Rosa,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Santiago del Estero,Total,24260,""
2021-12-01,Santiago del Estero,Residentes,24228,""
2021-12-01,Santiago del Estero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Tandil,Total,26186,""
2021-12-01,Tandil,Residentes,26136,""
2021-12-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Termas,Total,20429,""
2021-12-01,Termas,Residentes,20395,""
2021-12-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Tucumán,Total,36845,""
2021-12-01,Tucumán,Residentes,36359,""
2021-12-01,Tucumán,No residentes,486,""
2021-12-01,Ushuaia,Total,65395,""
2021-12-01,Ushuaia,Residentes,57478,""
2021-12-01,Ushuaia,No residentes,7917,""
2021-12-01,Valle de Uco,Total,38062,""
2021-12-01,Valle de Uco,Residentes,34137,""
2021-12-01,Valle de Uco,No residentes,3925,""
2021-12-01,Viedma,Total,5275,""
2021-12-01,Viedma,Residentes,5235,""
2021-12-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Villa General Belgrano,Total,52152,""
2021-12-01,Villa General Belgrano,Residentes,52152,""
2021-12-01,Villa General Belgrano,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-12-01,Villa Gesell,Total,187268,""
2021-12-01,Villa Gesell,Residentes,187268,""
2021-12-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Bahía Blanca,Total,15079,""
2022-01-01,Bahía Blanca,Residentes,14690,""
2022-01-01,Bahía Blanca,No residentes,389,""
2022-01-01,Bariloche,Total,388088,""
2022-01-01,Bariloche,Residentes,380605,""
2022-01-01,Bariloche,No residentes,7483,""
2022-01-01,CABA,Total,459027,""
2022-01-01,CABA,Residentes,329134,""
2022-01-01,CABA,No residentes,129893,""
2022-01-01,Cafayate,Total,26249,""
2022-01-01,Cafayate,Residentes,25494,""
2022-01-01,Cafayate,No residentes,755,""
2022-01-01,Calafate,Total,145952,""
2022-01-01,Calafate,Residentes,134919,""
2022-01-01,Calafate,No residentes,11033,""
2022-01-01,Carlos Paz,Total,226214,""
2022-01-01,Carlos Paz,Residentes,226214,""
2022-01-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Catamarca,Total,9341,""
2022-01-01,Catamarca,Residentes,9304,""
2022-01-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Corrientes,Total,22019,""
2022-01-01,Corrientes,Residentes,20908,""
2022-01-01,Corrientes,No residentes,1111,""
2022-01-01,Córdoba,Total,59733,""
2022-01-01,Córdoba,Residentes,56940,""
2022-01-01,Córdoba,No residentes,2793,""
2022-01-01,Formosa,Total,2160,""
2022-01-01,Formosa,Residentes,1867,""
2022-01-01,Formosa,No residentes,293,""
2022-01-01,Gualeguaychú,Total,33707,""
2022-01-01,Gualeguaychú,Residentes,33272,""
2022-01-01,Gualeguaychú,No residentes,435,""
2022-01-01,Jujuy,Total,15685,""
2022-01-01,Jujuy,Residentes,14674,""
2022-01-01,Jujuy,No residentes,1011,""
2022-01-01,La Angostura,Total,53444,""
2022-01-01,La Angostura,Residentes,53057,""
2022-01-01,La Angostura,No residentes,387,""
2022-01-01,La Falda,Total,80419,""
2022-01-01,La Falda,Residentes,80411,""
2022-01-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,La Rioja,Total,5324,""
2022-01-01,La Rioja,Residentes,5089,""
2022-01-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Las Grutas,Total,66645,""
2022-01-01,Las Grutas,Residentes,66496,""
2022-01-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Malargue-Las Leñas,Total,23105,""
2022-01-01,Malargue-Las Leñas,Residentes,22960,""
2022-01-01,Malargue-Las Leñas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Mar Chiquita,Total,19630,""
2022-01-01,Mar Chiquita,Residentes,19630,""
2022-01-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Mar del Plata,Total,961486,""
2022-01-01,Mar del Plata,Residentes,958759,""
2022-01-01,Mar del Plata,No residentes,2727,""
2022-01-01,Mendoza,Total,145101,""
2022-01-01,Mendoza,Residentes,133277,""
2022-01-01,Mendoza,No residentes,11824,""
2022-01-01,Merlo,Total,84620,""
2022-01-01,Merlo,Residentes,84478,""
2022-01-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Mina Clavero,Total,82627,""
2022-01-01,Mina Clavero,Residentes,82595,""
2022-01-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Neuquén,Total,48933,""
2022-01-01,Neuquén,Residentes,48233,""
2022-01-01,Neuquén,No residentes,700,""
2022-01-01,Paraná,Total,18832,""
2022-01-01,Paraná,Residentes,18658,""
2022-01-01,Paraná,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Pinamar,Total,313903,""
2022-01-01,Pinamar,Residentes,313220,""
2022-01-01,Pinamar,No residentes,683,""
2022-01-01,Posadas,Total,37145,""
2022-01-01,Posadas,Residentes,34647,""
2022-01-01,Posadas,No residentes,2498,""
2022-01-01,Puerto Iguazú,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Puerto Iguazú,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Puerto Iguazú,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Puerto Madryn,Total,75184,""
2022-01-01,Puerto Madryn,Residentes,68904,""
2022-01-01,Puerto Madryn,No residentes,6280,""
2022-01-01,Rafaela,Total,2515,""
2022-01-01,Rafaela,Residentes,2515,""
2022-01-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Resistencia,Total,15374,""
2022-01-01,Resistencia,Residentes,14725,""
2022-01-01,Resistencia,No residentes,649,""
2022-01-01,Rio Gallegos,Total,18334,""
2022-01-01,Rio Gallegos,Residentes,17972,""
2022-01-01,Rio Gallegos,No residentes,362,""
2022-01-01,Rosario,Total,58718,""
2022-01-01,Rosario,Residentes,55242,""
2022-01-01,Rosario,No residentes,3476,""
2022-01-01,Río Cuarto,Total,16635,""
2022-01-01,Río Cuarto,Residentes,16513,""
2022-01-01,Río Cuarto,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Salta,Total,88472,""
2022-01-01,Salta,Residentes,82972,""
2022-01-01,Salta,No residentes,5500,""
2022-01-01,San Juan,Total,19857,""
2022-01-01,San Juan,Residentes,19488,""
2022-01-01,San Juan,No residentes,369,""
2022-01-01,San Luis,Total,27048,""
2022-01-01,San Luis,Residentes,26968,""
2022-01-01,San Luis,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,San Martín de los Andes,Total,97772,""
2022-01-01,San Martín de los Andes,Residentes,96928,""
2022-01-01,San Martín de los Andes,No residentes,844,""
2022-01-01,San Rafael,Total,95689,""
2022-01-01,San Rafael,Residentes,95047,""
2022-01-01,San Rafael,No residentes,642,""
2022-01-01,Santa Fe,Total,13333,""
2022-01-01,Santa Fe,Residentes,12575,""
2022-01-01,Santa Fe,No residentes,758,""
2022-01-01,Santa Rosa,Total,24136,""
2022-01-01,Santa Rosa,Residentes,24000,""
2022-01-01,Santa Rosa,No residentes,136,""
2022-01-01,Santiago del Estero,Total,22075,""
2022-01-01,Santiago del Estero,Residentes,22017,""
2022-01-01,Santiago del Estero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Tandil,Total,53150,""
2022-01-01,Tandil,Residentes,53148,""
2022-01-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Termas,Total,27468,""
2022-01-01,Termas,Residentes,27331,""
2022-01-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Tucumán,Total,38445,""
2022-01-01,Tucumán,Residentes,37818,""
2022-01-01,Tucumán,No residentes,627,""
2022-01-01,Ushuaia,Total,93779,""
2022-01-01,Ushuaia,Residentes,79760,""
2022-01-01,Ushuaia,No residentes,14019,""
2022-01-01,Valle de Uco,Total,43273,""
2022-01-01,Valle de Uco,Residentes,39608,""
2022-01-01,Valle de Uco,No residentes,3665,""
2022-01-01,Viedma,Total,9312,""
2022-01-01,Viedma,Residentes,9267,""
2022-01-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Villa General Belgrano,Total,82603,""
2022-01-01,Villa General Belgrano,Residentes,82553,""
2022-01-01,Villa General Belgrano,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,Villa Gesell,Total,487397,""
2022-01-01,Villa Gesell,Residentes,487389,""
2022-01-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Bahía Blanca,Total,14670,""
2022-02-01,Bahía Blanca,Residentes,14407,""
2022-02-01,Bahía Blanca,No residentes,263,""
2022-02-01,Bariloche,Total,328164,""
2022-02-01,Bariloche,Residentes,320323,""
2022-02-01,Bariloche,No residentes,7841,""
2022-02-01,CABA,Total,534742,""
2022-02-01,CABA,Residentes,382913,""
2022-02-01,CABA,No residentes,151829,""
2022-02-01,Cafayate,Total,25895,""
2022-02-01,Cafayate,Residentes,25095,""
2022-02-01,Cafayate,No residentes,800,""
2022-02-01,Calafate,Total,140287,""
2022-02-01,Calafate,Residentes,130257,""
2022-02-01,Calafate,No residentes,10030,""
2022-02-01,Carlos Paz,Total,213678,""
2022-02-01,Carlos Paz,Residentes,213604,""
2022-02-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Catamarca,Total,8717,""
2022-02-01,Catamarca,Residentes,8670,""
2022-02-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Corrientes,Total,21225,""
2022-02-01,Corrientes,Residentes,20261,""
2022-02-01,Corrientes,No residentes,964,""
2022-02-01,Córdoba,Total,63751,""
2022-02-01,Córdoba,Residentes,60549,""
2022-02-01,Córdoba,No residentes,3202,""
2022-02-01,Formosa,Total,2346,""
2022-02-01,Formosa,Residentes,2109,""
2022-02-01,Formosa,No residentes,237,""
2022-02-01,Gualeguaychú,Total,39202,""
2022-02-01,Gualeguaychú,Residentes,38716,""
2022-02-01,Gualeguaychú,No residentes,486,""
2022-02-01,Jujuy,Total,21533,""
2022-02-01,Jujuy,Residentes,20488,""
2022-02-01,Jujuy,No residentes,1045,""
2022-02-01,La Angostura,Total,43691,""
2022-02-01,La Angostura,Residentes,42925,""
2022-02-01,La Angostura,No residentes,766,""
2022-02-01,La Falda,Total,68764,""
2022-02-01,La Falda,Residentes,68746,""
2022-02-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,La Rioja,Total,8279,""
2022-02-01,La Rioja,Residentes,8008,""
2022-02-01,La Rioja,No residentes,271,""
2022-02-01,Las Grutas,Total,48751,""
2022-02-01,Las Grutas,Residentes,48505,""
2022-02-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Malargue-Las Leñas,Total,17955,""
2022-02-01,Malargue-Las Leñas,Residentes,17669,""
2022-02-01,Malargue-Las Leñas,No residentes,286,""
2022-02-01,Mar Chiquita,Total,18383,""
2022-02-01,Mar Chiquita,Residentes,18383,""
2022-02-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Mar del Plata,Total,840225,""
2022-02-01,Mar del Plata,Residentes,837535,""
2022-02-01,Mar del Plata,No residentes,2690,""
2022-02-01,Mendoza,Total,154180,""
2022-02-01,Mendoza,Residentes,140982,""
2022-02-01,Mendoza,No residentes,13198,""
2022-02-01,Merlo,Total,79107,""
2022-02-01,Merlo,Residentes,79107,""
2022-02-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Mina Clavero,Total,71149,""
2022-02-01,Mina Clavero,Residentes,71105,""
2022-02-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Neuquén,Total,33474,""
2022-02-01,Neuquén,Residentes,32672,""
2022-02-01,Neuquén,No residentes,802,""
2022-02-01,Paraná,Total,16877,""
2022-02-01,Paraná,Residentes,16662,""
2022-02-01,Paraná,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Pinamar,Total,262277,""
2022-02-01,Pinamar,Residentes,261531,""
2022-02-01,Pinamar,No residentes,746,""
2022-02-01,Posadas,Total,35652,""
2022-02-01,Posadas,Residentes,32222,""
2022-02-01,Posadas,No residentes,3430,""
2022-02-01,Puerto Iguazú,Total,117388,""
2022-02-01,Puerto Iguazú,Residentes,110330,""
2022-02-01,Puerto Iguazú,No residentes,7058,""
2022-02-01,Puerto Madryn,Total,65380,""
2022-02-01,Puerto Madryn,Residentes,62577,""
2022-02-01,Puerto Madryn,No residentes,2803,""
2022-02-01,Rafaela,Total,3572,""
2022-02-01,Rafaela,Residentes,3562,""
2022-02-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Resistencia,Total,15254,""
2022-02-01,Resistencia,Residentes,14478,""
2022-02-01,Resistencia,No residentes,776,""
2022-02-01,Rio Gallegos,Total,16429,""
2022-02-01,Rio Gallegos,Residentes,15824,""
2022-02-01,Rio Gallegos,No residentes,605,""
2022-02-01,Rosario,Total,65180,""
2022-02-01,Rosario,Residentes,60874,""
2022-02-01,Rosario,No residentes,4306,""
2022-02-01,Río Cuarto,Total,14442,""
2022-02-01,Río Cuarto,Residentes,14293,""
2022-02-01,Río Cuarto,No residentes,149,""
2022-02-01,Salta,Total,94707,""
2022-02-01,Salta,Residentes,88639,""
2022-02-01,Salta,No residentes,6068,""
2022-02-01,San Juan,Total,19100,""
2022-02-01,San Juan,Residentes,18794,""
2022-02-01,San Juan,No residentes,306,""
2022-02-01,San Luis,Total,25020,""
2022-02-01,San Luis,Residentes,24975,""
2022-02-01,San Luis,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,San Martín de los Andes,Total,83323,""
2022-02-01,San Martín de los Andes,Residentes,81785,""
2022-02-01,San Martín de los Andes,No residentes,1538,""
2022-02-01,San Rafael,Total,83101,""
2022-02-01,San Rafael,Residentes,82342,""
2022-02-01,San Rafael,No residentes,759,""
2022-02-01,Santa Fe,Total,14570,""
2022-02-01,Santa Fe,Residentes,13792,""
2022-02-01,Santa Fe,No residentes,778,""
2022-02-01,Santa Rosa,Total,29565,""
2022-02-01,Santa Rosa,Residentes,29333,""
2022-02-01,Santa Rosa,No residentes,232,""
2022-02-01,Santiago del Estero,Total,22672,""
2022-02-01,Santiago del Estero,Residentes,22621,""
2022-02-01,Santiago del Estero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Tandil,Total,47354,""
2022-02-01,Tandil,Residentes,47345,""
2022-02-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Termas,Total,34315,""
2022-02-01,Termas,Residentes,34279,""
2022-02-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Tucumán,Total,44917,""
2022-02-01,Tucumán,Residentes,42805,""
2022-02-01,Tucumán,No residentes,2112,""
2022-02-01,Ushuaia,Total,92891,""
2022-02-01,Ushuaia,Residentes,83025,""
2022-02-01,Ushuaia,No residentes,9866,""
2022-02-01,Valle de Uco,Total,38956,""
2022-02-01,Valle de Uco,Residentes,34413,""
2022-02-01,Valle de Uco,No residentes,4543,""
2022-02-01,Viedma,Total,6484,""
2022-02-01,Viedma,Residentes,6444,""
2022-02-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Villa General Belgrano,Total,76594,""
2022-02-01,Villa General Belgrano,Residentes,76366,""
2022-02-01,Villa General Belgrano,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,Villa Gesell,Total,445266,""
2022-02-01,Villa Gesell,Residentes,445266,""
2022-02-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Bahía Blanca,Total,14285,""
2022-03-01,Bahía Blanca,Residentes,14099,""
2022-03-01,Bahía Blanca,No residentes,186,""
2022-03-01,Bariloche,Total,245715,""
2022-03-01,Bariloche,Residentes,231695,""
2022-03-01,Bariloche,No residentes,14020,""
2022-03-01,CABA,Total,635745,""
2022-03-01,CABA,Residentes,417576,""
2022-03-01,CABA,No residentes,218169,""
2022-03-01,Cafayate,Total,19579,""
2022-03-01,Cafayate,Residentes,17561,""
2022-03-01,Cafayate,No residentes,2018,""
2022-03-01,Calafate,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Calafate,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Calafate,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Carlos Paz,Total,108273,""
2022-03-01,Carlos Paz,Residentes,108257,""
2022-03-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Catamarca,Total,10158,""
2022-03-01,Catamarca,Residentes,10070,""
2022-03-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Corrientes,Total,9609,""
2022-03-01,Corrientes,Residentes,8964,""
2022-03-01,Corrientes,No residentes,645,""
2022-03-01,Córdoba,Total,59812,""
2022-03-01,Córdoba,Residentes,55848,""
2022-03-01,Córdoba,No residentes,3964,""
2022-03-01,Formosa,Total,2453,""
2022-03-01,Formosa,Residentes,2135,""
2022-03-01,Formosa,No residentes,318,""
2022-03-01,Gualeguaychú,Total,21614,""
2022-03-01,Gualeguaychú,Residentes,21043,""
2022-03-01,Gualeguaychú,No residentes,571,""
2022-03-01,Jujuy,Total,15461,""
2022-03-01,Jujuy,Residentes,14116,""
2022-03-01,Jujuy,No residentes,1345,""
2022-03-01,La Angostura,Total,29701,""
2022-03-01,La Angostura,Residentes,28258,""
2022-03-01,La Angostura,No residentes,1443,""
2022-03-01,La Falda,Total,32962,""
2022-03-01,La Falda,Residentes,32893,""
2022-03-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,La Rioja,Total,9020,""
2022-03-01,La Rioja,Residentes,8647,""
2022-03-01,La Rioja,No residentes,373,""
2022-03-01,Las Grutas,Total,18187,""
2022-03-01,Las Grutas,Residentes,18145,""
2022-03-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Malargue-Las Leñas,Total,9936,""
2022-03-01,Malargue-Las Leñas,Residentes,9594,""
2022-03-01,Malargue-Las Leñas,No residentes,342,""
2022-03-01,Mar Chiquita,Total,17292,""
2022-03-01,Mar Chiquita,Residentes,17292,""
2022-03-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Mar del Plata,Total,466618,""
2022-03-01,Mar del Plata,Residentes,465811,""
2022-03-01,Mar del Plata,No residentes,807,""
2022-03-01,Mendoza,Total,144128,""
2022-03-01,Mendoza,Residentes,123616,""
2022-03-01,Mendoza,No residentes,20512,""
2022-03-01,Merlo,Total,59210,""
2022-03-01,Merlo,Residentes,59204,""
2022-03-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Mina Clavero,Total,27881,""
2022-03-01,Mina Clavero,Residentes,27859,""
2022-03-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Neuquén,Total,26193,""
