indice_tiempo,localidad,origen_viajeros,viajeros,observaciones
2022-04-01,Mendoza,Residentes,44159,""
2022-04-01,Mendoza,No residentes,10422,""
2022-04-01,Merlo,Total,16201,""
2022-04-01,Merlo,Residentes,16188,""
2022-04-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Mina Clavero,Total,5174,""
2022-04-01,Mina Clavero,Residentes,5149,""
2022-04-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Neuquén,Total,14926,""
2022-04-01,Neuquén,Residentes,14456,""
2022-04-01,Neuquén,No residentes,470,""
2022-04-01,Paraná,Total,9096,""
2022-04-01,Paraná,Residentes,8696,""
2022-04-01,Paraná,No residentes,400,""
2022-04-01,Pinamar,Total,18833,""
2022-04-01,Pinamar,Residentes,18810,""
2022-04-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Posadas,Total,14296,""
2022-04-01,Posadas,Residentes,12214,""
2022-04-01,Posadas,No residentes,2082,""
2022-04-01,Puerto Iguazú,Total,42563,""
2022-04-01,Puerto Iguazú,Residentes,38479,""
2022-04-01,Puerto Iguazú,No residentes,4084,""
2022-04-01,Puerto Madryn,Total,7684,""
2022-04-01,Puerto Madryn,Residentes,7236,""
2022-04-01,Puerto Madryn,No residentes,448,""
2022-04-01,Rafaela,Total,2807,""
2022-04-01,Rafaela,Residentes,2659,""
2022-04-01,Rafaela,No residentes,148,""
2022-04-01,Resistencia,Total,11264,""
2022-04-01,Resistencia,Residentes,10452,""
2022-04-01,Resistencia,No residentes,812,""
2022-04-01,Rio Gallegos,Total,8094,""
2022-04-01,Rio Gallegos,Residentes,7698,""
2022-04-01,Rio Gallegos,No residentes,396,""
2022-04-01,Rosario,Total,40635,""
2022-04-01,Rosario,Residentes,36952,""
2022-04-01,Rosario,No residentes,3683,""
2022-04-01,Río Cuarto,Total,7772,""
2022-04-01,Río Cuarto,Residentes,7549,""
2022-04-01,Río Cuarto,No residentes,223,""
2022-04-01,Salta,Total,47011,""
2022-04-01,Salta,Residentes,41570,""
2022-04-01,Salta,No residentes,5441,""
2022-04-01,San Juan,Total,11706,""
2022-04-01,San Juan,Residentes,11617,""
2022-04-01,San Juan,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,San Luis,Total,10479,""
2022-04-01,San Luis,Residentes,10308,""
2022-04-01,San Luis,No residentes,171,""
2022-04-01,San Martín de los Andes,Total,13839,""
2022-04-01,San Martín de los Andes,Residentes,13170,""
2022-04-01,San Martín de los Andes,No residentes,669,""
2022-04-01,San Rafael,Total,10485,""
2022-04-01,San Rafael,Residentes,10326,""
2022-04-01,San Rafael,No residentes,159,""
2022-04-01,Santa Fe,Total,10924,""
2022-04-01,Santa Fe,Residentes,9679,""
2022-04-01,Santa Fe,No residentes,1245,""
2022-04-01,Santa Rosa,Total,8214,""
2022-04-01,Santa Rosa,Residentes,8118,""
2022-04-01,Santa Rosa,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Santiago del Estero,Total,16916,""
2022-04-01,Santiago del Estero,Residentes,16649,""
2022-04-01,Santiago del Estero,No residentes,267,""
2022-04-01,Tandil,Total,15302,""
2022-04-01,Tandil,Residentes,15270,""
2022-04-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Termas,Total,22797,""
2022-04-01,Termas,Residentes,20280,""
2022-04-01,Termas,No residentes,2517,""
2022-04-01,Tucumán,Total,28666,""
2022-04-01,Tucumán,Residentes,27418,""
2022-04-01,Tucumán,No residentes,1248,""
2022-04-01,Ushuaia,Total,27059,""
2022-04-01,Ushuaia,Residentes,24057,""
2022-04-01,Ushuaia,No residentes,3002,""
2022-04-01,Valle de Uco,Total,12356,""
2022-04-01,Valle de Uco,Residentes,10656,""
2022-04-01,Valle de Uco,No residentes,1700,""
2022-04-01,Viedma,Total,2604,""
2022-04-01,Viedma,Residentes,2593,""
2022-04-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Villa General Belgrano,Total,13392,""
2022-04-01,Villa General Belgrano,Residentes,12839,""
2022-04-01,Villa General Belgrano,No residentes,553,""
2022-04-01,Villa Gesell,Total,7988,""
2022-04-01,Villa Gesell,Residentes,7988,""
2022-04-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Bahía Blanca,Total,9289,""
2022-05-01,Bahía Blanca,Residentes,9201,""
2022-05-01,Bahía Blanca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Bariloche,Total,34508,""
2022-05-01,Bariloche,Residentes,29701,""
2022-05-01,Bariloche,No residentes,4807,""
2022-05-01,CABA,Total,320899,""
2022-05-01,CABA,Residentes,205690,""
2022-05-01,CABA,No residentes,115209,""
2022-05-01,Cafayate,Total,6512,""
2022-05-01,Cafayate,Residentes,5814,""
2022-05-01,Cafayate,No residentes,698,""
2022-05-01,Calafate,Total,24669,""
2022-05-01,Calafate,Residentes,20090,""
2022-05-01,Calafate,No residentes,4579,""
2022-05-01,Carlos Paz,Total,19373,""
2022-05-01,Carlos Paz,Residentes,19359,""
2022-05-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Catamarca,Total,6990,""
2022-05-01,Catamarca,Residentes,6643,""
2022-05-01,Catamarca,No residentes,347,""
2022-05-01,Corrientes,Total,3286,""
2022-05-01,Corrientes,Residentes,2986,""
2022-05-01,Corrientes,No residentes,300,""
2022-05-01,Córdoba,Total,28073,""
2022-05-01,Córdoba,Residentes,25809,""
2022-05-01,Córdoba,No residentes,2264,""
2022-05-01,Formosa,Total,2477,""
2022-05-01,Formosa,Residentes,2111,""
2022-05-01,Formosa,No residentes,366,""
2022-05-01,Gualeguaychú,Total,4877,""
2022-05-01,Gualeguaychú,Residentes,4292,""
2022-05-01,Gualeguaychú,No residentes,585,""
2022-05-01,Jujuy,Total,9672,""
2022-05-01,Jujuy,Residentes,8953,""
2022-05-01,Jujuy,No residentes,719,""
2022-05-01,La Angostura,Total,1690,""
2022-05-01,La Angostura,Residentes,1576,""
2022-05-01,La Angostura,No residentes,114,""
2022-05-01,La Falda,Total,3639,""
2022-05-01,La Falda,Residentes,3637,""
2022-05-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,La Rioja,Total,5298,""
2022-05-01,La Rioja,Residentes,5221,""
2022-05-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Las Grutas,Total,991,""
2022-05-01,Las Grutas,Residentes,980,""
2022-05-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Malargue-Las Leñas,Total,1650,""
2022-05-01,Malargue-Las Leñas,Residentes,1539,""
2022-05-01,Malargue-Las Leñas,No residentes,111,""
2022-05-01,Mar Chiquita,Total,3762,""
2022-05-01,Mar Chiquita,Residentes,3762,""
2022-05-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Mar del Plata,Total,44037,""
2022-05-01,Mar del Plata,Residentes,43894,""
2022-05-01,Mar del Plata,No residentes,143,""
2022-05-01,Mendoza,Total,42866,""
2022-05-01,Mendoza,Residentes,33896,""
2022-05-01,Mendoza,No residentes,8970,""
2022-05-01,Merlo,Total,11180,""
2022-05-01,Merlo,Residentes,11178,""
2022-05-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Mina Clavero,Total,1070,""
2022-05-01,Mina Clavero,Residentes,1068,""
2022-05-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Neuquén,Total,13524,""
2022-05-01,Neuquén,Residentes,12911,""
2022-05-01,Neuquén,No residentes,613,""
2022-05-01,Paraná,Total,9100,""
2022-05-01,Paraná,Residentes,8857,""
2022-05-01,Paraná,No residentes,243,""
2022-05-01,Pinamar,Total,8467,""
2022-05-01,Pinamar,Residentes,8451,""
2022-05-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Posadas,Total,14376,""
2022-05-01,Posadas,Residentes,12635,""
2022-05-01,Posadas,No residentes,1741,""
2022-05-01,Puerto Iguazú,Total,42153,""
2022-05-01,Puerto Iguazú,Residentes,38155,""
2022-05-01,Puerto Iguazú,No residentes,3998,""
2022-05-01,Puerto Madryn,Total,5187,""
2022-05-01,Puerto Madryn,Residentes,5011,""
2022-05-01,Puerto Madryn,No residentes,176,""
2022-05-01,Rafaela,Total,2971,""
2022-05-01,Rafaela,Residentes,2917,""
2022-05-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Resistencia,Total,10792,""
2022-05-01,Resistencia,Residentes,10183,""
2022-05-01,Resistencia,No residentes,609,""
2022-05-01,Rio Gallegos,Total,7182,""
2022-05-01,Rio Gallegos,Residentes,6299,""
2022-05-01,Rio Gallegos,No residentes,883,""
2022-05-01,Rosario,Total,38594,""
2022-05-01,Rosario,Residentes,34281,""
2022-05-01,Rosario,No residentes,4313,""
2022-05-01,Río Cuarto,Total,6946,""
2022-05-01,Río Cuarto,Residentes,6826,""
2022-05-01,Río Cuarto,No residentes,120,""
2022-05-01,Salta,Total,48248,""
2022-05-01,Salta,Residentes,43762,""
2022-05-01,Salta,No residentes,4486,""
2022-05-01,San Juan,Total,11786,""
2022-05-01,San Juan,Residentes,11278,""
2022-05-01,San Juan,No residentes,508,""
2022-05-01,San Luis,Total,8222,""
2022-05-01,San Luis,Residentes,8088,""
2022-05-01,San Luis,No residentes,134,""
2022-05-01,San Martín de los Andes,Total,8052,""
2022-05-01,San Martín de los Andes,Residentes,7761,""
2022-05-01,San Martín de los Andes,No residentes,291,""
2022-05-01,San Rafael,Total,6587,""
2022-05-01,San Rafael,Residentes,6475,""
2022-05-01,San Rafael,No residentes,112,""
2022-05-01,Santa Fe,Total,11740,""
2022-05-01,Santa Fe,Residentes,10346,""
2022-05-01,Santa Fe,No residentes,1394,""
2022-05-01,Santa Rosa,Total,5949,""
2022-05-01,Santa Rosa,Residentes,5905,""
2022-05-01,Santa Rosa,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Santiago del Estero,Total,12244,""
2022-05-01,Santiago del Estero,Residentes,12121,""
2022-05-01,Santiago del Estero,No residentes,123,""
2022-05-01,Tandil,Total,14849,""
2022-05-01,Tandil,Residentes,14809,""
2022-05-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Termas,Total,15383,""
2022-05-01,Termas,Residentes,15312,""
2022-05-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Tucumán,Total,27729,""
2022-05-01,Tucumán,Residentes,26335,""
2022-05-01,Tucumán,No residentes,1394,""
2022-05-01,Ushuaia,Total,15970,""
2022-05-01,Ushuaia,Residentes,12874,""
2022-05-01,Ushuaia,No residentes,3096,""
2022-05-01,Valle de Uco,Total,8582,""
2022-05-01,Valle de Uco,Residentes,7133,""
2022-05-01,Valle de Uco,No residentes,1449,""
2022-05-01,Viedma,Total,2163,""
2022-05-01,Viedma,Residentes,2150,""
2022-05-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Villa General Belgrano,Total,10100,""
2022-05-01,Villa General Belgrano,Residentes,9966,""
2022-05-01,Villa General Belgrano,No residentes,134,""
2022-05-01,Villa Gesell,Total,3117,""
2022-05-01,Villa Gesell,Residentes,3117,""
2022-05-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Bahía Blanca,Total,9233,""
2022-06-01,Bahía Blanca,Residentes,9078,""
2022-06-01,Bahía Blanca,No residentes,155,""
2022-06-01,Bariloche,Total,46716,""
2022-06-01,Bariloche,Residentes,39527,""
2022-06-01,Bariloche,No residentes,7189,""
2022-06-01,CABA,Total,311673,""
2022-06-01,CABA,Residentes,202937,""
2022-06-01,CABA,No residentes,108736,""
2022-06-01,Cafayate,Total,9094,""
2022-06-01,Cafayate,Residentes,8557,""
2022-06-01,Cafayate,No residentes,537,""
2022-06-01,Calafate,Total,17542,""
2022-06-01,Calafate,Residentes,14572,""
2022-06-01,Calafate,No residentes,2970,""
2022-06-01,Carlos Paz,Total,20236,""
2022-06-01,Carlos Paz,Residentes,20198,""
2022-06-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Catamarca,Total,7176,""
2022-06-01,Catamarca,Residentes,7024,""
2022-06-01,Catamarca,No residentes,152,""
2022-06-01,Corrientes,Total,4778,""
2022-06-01,Corrientes,Residentes,4358,""
2022-06-01,Corrientes,No residentes,420,""
2022-06-01,Córdoba,Total,28600,""
2022-06-01,Córdoba,Residentes,26856,""
2022-06-01,Córdoba,No residentes,1744,""
2022-06-01,Formosa,Total,3105,""
2022-06-01,Formosa,Residentes,2514,""
2022-06-01,Formosa,No residentes,591,""
2022-06-01,Gualeguaychú,Total,4582,""
2022-06-01,Gualeguaychú,Residentes,3968,""
2022-06-01,Gualeguaychú,No residentes,614,""
2022-06-01,Jujuy,Total,10142,""
2022-06-01,Jujuy,Residentes,9414,""
2022-06-01,Jujuy,No residentes,728,""
2022-06-01,La Angostura,Total,1841,""
2022-06-01,La Angostura,Residentes,1567,""
2022-06-01,La Angostura,No residentes,274,""
2022-06-01,La Falda,Total,3887,""
2022-06-01,La Falda,Residentes,3869,""
2022-06-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,La Rioja,Total,5756,""
2022-06-01,La Rioja,Residentes,5688,""
2022-06-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Las Grutas,Total,1089,""
2022-06-01,Las Grutas,Residentes,1069,""
2022-06-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Malargue-Las Leñas,Total,3856,""
2022-06-01,Malargue-Las Leñas,Residentes,3817,""
2022-06-01,Malargue-Las Leñas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Mar Chiquita,Total,3409,""
2022-06-01,Mar Chiquita,Residentes,3409,""
2022-06-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Mar del Plata,Total,38187,""
2022-06-01,Mar del Plata,Residentes,38120,""
2022-06-01,Mar del Plata,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Mendoza,Total,52627,""
2022-06-01,Mendoza,Residentes,42030,""
2022-06-01,Mendoza,No residentes,10597,""
2022-06-01,Merlo,Total,12902,""
2022-06-01,Merlo,Residentes,12902,""
2022-06-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Mina Clavero,Total,1231,""
2022-06-01,Mina Clavero,Residentes,1221,""
2022-06-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Neuquén,Total,15907,""
2022-06-01,Neuquén,Residentes,15063,""
2022-06-01,Neuquén,No residentes,844,""
2022-06-01,Paraná,Total,9333,""
2022-06-01,Paraná,Residentes,9124,""
2022-06-01,Paraná,No residentes,209,""
2022-06-01,Pinamar,Total,6762,""
2022-06-01,Pinamar,Residentes,6759,""
2022-06-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Posadas,Total,13991,""
2022-06-01,Posadas,Residentes,11564,""
2022-06-01,Posadas,No residentes,2427,""
2022-06-01,Puerto Iguazú,Total,38413,""
2022-06-01,Puerto Iguazú,Residentes,33740,""
2022-06-01,Puerto Iguazú,No residentes,4673,""
2022-06-01,Puerto Madryn,Total,6816,""
2022-06-01,Puerto Madryn,Residentes,6120,""
2022-06-01,Puerto Madryn,No residentes,696,""
2022-06-01,Rafaela,Total,2650,""
2022-06-01,Rafaela,Residentes,2558,""
2022-06-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Resistencia,Total,11120,""
2022-06-01,Resistencia,Residentes,10644,""
2022-06-01,Resistencia,No residentes,476,""
2022-06-01,Rio Gallegos,Total,5863,""
2022-06-01,Rio Gallegos,Residentes,5456,""
2022-06-01,Rio Gallegos,No residentes,407,""
2022-06-01,Rosario,Total,39860,""
2022-06-01,Rosario,Residentes,37306,""
2022-06-01,Rosario,No residentes,2554,""
2022-06-01,Río Cuarto,Total,8386,""
2022-06-01,Río Cuarto,Residentes,8293,""
2022-06-01,Río Cuarto,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Salta,Total,45045,""
2022-06-01,Salta,Residentes,41683,""
2022-06-01,Salta,No residentes,3362,""
2022-06-01,San Juan,Total,11505,""
2022-06-01,San Juan,Residentes,10751,""
2022-06-01,San Juan,No residentes,754,""
2022-06-01,San Luis,Total,8706,""
2022-06-01,San Luis,Residentes,8549,""
2022-06-01,San Luis,No residentes,157,""
2022-06-01,San Martín de los Andes,Total,7431,""
2022-06-01,San Martín de los Andes,Residentes,6409,""
2022-06-01,San Martín de los Andes,No residentes,1022,""
2022-06-01,San Rafael,Total,7845,""
2022-06-01,San Rafael,Residentes,7733,""
2022-06-01,San Rafael,No residentes,112,""
2022-06-01,Santa Fe,Total,11186,""
2022-06-01,Santa Fe,Residentes,10764,""
2022-06-01,Santa Fe,No residentes,422,""
2022-06-01,Santa Rosa,Total,7162,""
2022-06-01,Santa Rosa,Residentes,6773,""
2022-06-01,Santa Rosa,No residentes,389,""
2022-06-01,Santiago del Estero,Total,13048,""
2022-06-01,Santiago del Estero,Residentes,12911,""
2022-06-01,Santiago del Estero,No residentes,137,""
2022-06-01,Tandil,Total,12108,""
2022-06-01,Tandil,Residentes,12096,""
2022-06-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Termas,Total,23185,""
2022-06-01,Termas,Residentes,23132,""
2022-06-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Tucumán,Total,30897,""
2022-06-01,Tucumán,Residentes,29494,""
2022-06-01,Tucumán,No residentes,1403,""
2022-06-01,Ushuaia,Total,15946,""
2022-06-01,Ushuaia,Residentes,12904,""
2022-06-01,Ushuaia,No residentes,3042,""
2022-06-01,Valle de Uco,Total,8084,""
2022-06-01,Valle de Uco,Residentes,6749,""
2022-06-01,Valle de Uco,No residentes,1335,""
2022-06-01,Viedma,Total,2187,""
2022-06-01,Viedma,Residentes,2178,""
2022-06-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Villa General Belgrano,Total,8963,""
2022-06-01,Villa General Belgrano,Residentes,8715,""
2022-06-01,Villa General Belgrano,No residentes,248,""
2022-06-01,Villa Gesell,Total,4307,""
2022-06-01,Villa Gesell,Residentes,4307,""
2022-06-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-07-01,Bahía Blanca,Total,12379,""
2022-07-01,Bahía Blanca,Residentes,12125,""
2022-07-01,Bahía Blanca,No residentes,254,""
2022-07-01,Bariloche,Total,76249,""
2022-07-01,Bariloche,Residentes,57917,""
2022-07-01,Bariloche,No residentes,18332,""
2022-07-01,CABA,Total,403772,""
2022-07-01,CABA,Residentes,250307,""
2022-07-01,CABA,No residentes,153465,""
2022-07-01,Cafayate,Total,17289,""
2022-07-01,Cafayate,Residentes,16359,""
2022-07-01,Cafayate,No residentes,930,""
2022-07-01,Calafate,Total,21758,""
2022-07-01,Calafate,Residentes,17736,""
2022-07-01,Calafate,No residentes,4022,""
2022-07-01,Carlos Paz,Total,52408,""
2022-07-01,Carlos Paz,Residentes,52113,""
2022-07-01,Carlos Paz,No residentes,295,""
2022-07-01,Catamarca,Total,9074,""
